sessionId,operatorId,scenarioId,sequencePosition,action,previousAction,expectedAction,responseSeconds,pauseSeconds,duplicateCount,actionValue,valveL1,feedFlow,pressureK1,pressureK2,levelK1,levelK2,temperatureFurnace,gasPercent,saltMgL,waterAfterElou,powerOk,instrumentAirOk,coolingWaterOk,ventElouOk,label
synthetic-00402,operator-12,SC-05,1,restore-cooling,alarm-K1-high,cut-fuel,111.65,141.18,0,44.3,95.7,855.2,3.18,0.64,52.6,63.2,301.8,22.8,2.28,0.147,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00670,operator-01,SC-06,8,set-fuel,open-L1,restore-utility-or-prepare-equipment,23.31,13.21,0,52.4,95.5,827.5,1.89,0.66,68.2,52.4,323.7,5.2,4.16,0.11,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00530,operator-16,SC-08,11,start-N1,start-N1,check-process-state,23.15,2.08,3,32.5,96.2,830.0,3.04,0.76,36.3,70.2,333.1,6.5,4.25,0.141,True,True,True,True,DUPLICATE_COMMAND
synthetic-00536,operator-09,SC-06,7,restore-cooling,restore-cooling,check-process-state,27.3,1.37,3,27.8,97.8,739.3,1.85,0.72,43.7,37.5,335.9,7.9,3.96,0.129,True,True,True,True,DUPLICATE_COMMAND
synthetic-00242,operator-13,SC-13,10,start-N1,check-alarm,open-L1,25.69,6.15,0,30.5,67.6,107.1,1.84,0.68,73.8,63.8,306.7,0.0,3.05,0.051,True,True,True,True,SEQUENCE_ERROR
synthetic-00576,operator-21,SC-10,8,set-fuel,open-L1,set-fuel-45,23.3,16.04,0,73.4,95.7,333.2,2.96,0.66,58.6,61.9,389.6,8.0,4.52,0.092,True,True,True,True,PARAMETER_ERROR
synthetic-00524,operator-12,SC-14,10,restore-cooling,restore-cooling,check-process-state,7.05,1.67,3,53.3,95.0,525.2,2.3,0.62,68.7,68.1,309.8,2.3,2.03,0.15,True,True,True,True,DUPLICATE_COMMAND
synthetic-00065,operator-20,SC-12,8,restore-cooling,check-alarm,restore-cooling,27.4,18.85,0,36.2,99.1,885.2,2.85,0.63,65.3,49.9,302.5,9.6,4.64,0.123,True,True,True,True,NORMAL
synthetic-00153,operator-24,SC-13,4,restore-ventilation,check-alarm,restore-ventilation,26.4,8.3,0,48.7,99.4,689.7,2.49,0.7,61.5,58.9,315.7,3.5,3.24,0.126,True,True,True,True,NORMAL
synthetic-00663,operator-18,SC-12,6,set-fuel,open-L1,set-fuel-45,6.33,24.85,0,80.6,95.7,247.7,3.09,0.46,53.6,52.9,390.5,10.3,4.17,0.057,True,True,True,True,PARAMETER_ERROR
synthetic-00331,operator-19,SC-06,2,start-N1,set-fuel-70,open-L1,27.9,17.94,0,50.3,45.7,214.2,2.91,0.5,60.0,61.1,336.4,5.7,4.64,0.081,True,True,True,True,SEQUENCE_ERROR
synthetic-00166,operator-08,SC-10,7,protect-K2,open-L1,protect-K2,9.39,18.7,0,22.7,96.3,614.2,2.92,0.66,48.3,48.6,323.8,3.0,2.26,0.101,True,True,True,True,NORMAL
synthetic-00830,operator-04,SC-14,11,set-fuel,restore-cooling,restore-circulation-and-reduce-fuel,26.84,14.76,0,86.8,99.5,123.7,2.78,0.64,71.9,43.2,452.4,2.1,2.48,0.08,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00533,operator-01,SC-10,5,toggle-electric-field,toggle-electric-field,check-process-state,9.62,2.24,3,52.4,98.4,773.0,3.15,0.39,53.4,52.6,309.5,5.1,4.5,0.069,True,True,True,True,DUPLICATE_COMMAND
synthetic-00809,operator-13,SC-05,1,disable-ventilation,open-L1,restore-ventilation,23.63,3.18,0,33.0,97.9,847.8,2.51,0.66,50.9,50.9,328.9,31.9,3.26,0.15,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00048,operator-14,SC-13,8,restore-ventilation,set-fuel-45,restore-ventilation,19.26,17.9,0,33.1,96.4,542.1,2.33,0.63,73.9,72.8,344.0,3.0,2.65,0.114,True,True,True,True,NORMAL
synthetic-00026,operator-07,SC-12,8,set-fuel,check-alarm,set-fuel,11.59,16.4,0,45.0,98.1,589.4,3.08,0.79,49.9,47.5,305.0,4.2,3.33,0.141,True,True,True,True,NORMAL
synthetic-00822,operator-21,SC-08,8,set-fuel,restore-cooling,protect-K1,20.54,16.86,0,69.9,97.9,520.1,3.08,0.5,13.1,42.5,333.9,6.3,2.05,0.053,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00424,operator-21,SC-07,7,restore-ventilation,alarm-K1-high,cut-fuel,78.71,142.07,0,43.9,97.5,561.5,1.99,0.63,62.5,41.2,307.7,25.0,4.51,0.123,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00599,operator-16,SC-12,10,set-fuel,check-alarm,set-fuel-45,12.66,18.68,0,73.0,95.6,146.2,4.8,0.54,51.1,48.7,408.9,9.2,2.93,0.116,True,True,True,True,PARAMETER_ERROR
synthetic-00117,operator-22,SC-07,1,toggle-electric-field,set-fuel-45,toggle-electric-field,19.51,3.2,0,53.2,95.1,744.2,2.01,0.64,56.4,50.3,337.8,0.2,3.45,0.087,True,True,True,True,NORMAL
synthetic-00221,operator-24,SC-13,10,start-N1,check-alarm,open-L1,9.65,2.46,0,53.6,71.0,160.7,2.47,0.7,46.6,46.3,308.1,8.4,2.72,0.115,True,True,True,True,SEQUENCE_ERROR
synthetic-00811,operator-18,SC-08,2,set-fuel,check-alarm,protect-K2,7.48,13.03,0,70.8,98.8,793.6,2.8,0.64,64.4,13.3,317.8,8.0,3.97,0.1,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00516,operator-22,SC-07,11,toggle-electric-field,toggle-electric-field,check-process-state,19.0,2.9,3,40.9,97.8,427.9,3.03,0.55,51.3,57.5,348.5,7.7,3.33,0.09,True,True,True,True,DUPLICATE_COMMAND
synthetic-00833,operator-10,SC-07,10,set-fuel,start-N1,protect-K2,11.85,9.84,0,59.3,100.0,557.3,3.17,0.74,64.3,12.6,316.9,5.9,3.83,0.07,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00038,operator-17,SC-08,10,protect-K2,check-alarm,protect-K2,9.86,11.43,0,39.7,98.1,705.8,2.74,0.75,56.8,72.5,332.0,4.3,2.99,0.095,True,True,True,True,NORMAL
synthetic-00618,operator-04,SC-08,12,set-fuel,check-alarm,set-fuel-45,22.4,13.17,0,84.3,98.5,110.5,4.61,0.46,44.9,70.9,410.9,6.6,3.02,0.123,True,True,True,True,PARAMETER_ERROR
synthetic-00715,operator-11,SC-06,3,start-N1,start-N1,restore-utility-or-prepare-equipment,7.48,5.94,0,35.7,24.5,552.4,3.17,0.78,35.2,59.5,319.4,1.7,4.89,0.085,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00177,operator-08,SC-01,2,protect-K2,restore-cooling,protect-K2,12.96,14.44,0,52.8,99.1,802.0,2.92,0.53,54.4,43.5,310.6,0.3,2.49,0.118,True,True,True,True,NORMAL
synthetic-00467,operator-02,SC-07,11,toggle-electric-field,toggle-electric-field,check-process-state,9.61,2.07,2,51.9,95.1,509.9,2.71,0.74,70.7,69.5,306.5,2.1,2.57,0.044,True,True,True,True,DUPLICATE_COMMAND
synthetic-00516,operator-23,SC-05,5,restore-cooling,restore-cooling,check-process-state,7.51,0.38,5,45.3,97.3,621.9,2.52,0.39,73.0,58.8,310.5,1.3,2.29,0.133,True,True,True,True,DUPLICATE_COMMAND
synthetic-00817,operator-22,SC-12,8,set-fuel,open-L1,protect-K1,16.39,24.65,0,58.9,97.0,576.1,2.99,0.49,6.3,35.4,309.7,11.0,2.09,0.118,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00226,operator-02,SC-12,8,start-N1,set-fuel-70,open-L1,5.18,8.81,0,53.1,37.6,87.5,3.08,0.66,45.8,69.0,319.0,5.0,4.82,0.068,True,True,True,True,SEQUENCE_ERROR
synthetic-00140,operator-06,SC-01,10,restore-ventilation,restore-cooling,restore-ventilation,16.96,3.21,0,41.3,95.2,702.3,1.94,0.59,56.1,60.2,351.3,1.4,4.24,0.083,True,True,True,True,NORMAL
synthetic-00079,operator-09,SC-14,10,start-N1,open-L1,start-N1,12.24,10.52,0,40.2,97.1,444.1,2.32,0.55,35.7,57.9,317.7,11.2,4.8,0.045,True,True,True,True,NORMAL
synthetic-00660,operator-24,SC-08,7,set-fuel,check-alarm,set-fuel-45,14.36,19.4,0,86.8,98.7,302.3,4.78,0.79,67.2,55.1,403.3,1.2,3.78,0.132,True,True,True,True,PARAMETER_ERROR
synthetic-00787,operator-09,SC-14,3,disable-ventilation,start-N1,restore-ventilation,15.53,4.01,0,39.2,97.4,516.6,2.07,0.65,73.6,74.0,338.9,25.2,4.4,0.127,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00011,operator-10,SC-13,4,restore-cooling,start-N1,restore-cooling,15.91,11.78,0,47.8,99.9,721.2,2.72,0.43,69.6,55.9,348.1,2.0,2.99,0.05,True,True,True,True,NORMAL
synthetic-00475,operator-03,SC-05,12,toggle-electric-field,toggle-electric-field,check-process-state,20.26,2.86,5,36.7,96.9,514.1,2.09,0.63,49.7,48.5,307.9,4.1,4.16,0.096,True,True,True,True,DUPLICATE_COMMAND
synthetic-00275,operator-02,SC-12,11,start-N1,set-fuel-70,open-L1,18.13,15.48,0,47.9,70.1,246.5,2.51,0.66,48.8,64.9,316.7,4.1,2.82,0.083,True,True,True,True,SEQUENCE_ERROR
synthetic-00345,operator-03,SC-13,11,restore-cooling,alarm-K1-high,cut-fuel,68.3,127.98,0,46.7,96.9,647.9,2.59,0.39,68.4,36.0,354.7,24.6,2.78,0.09,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00533,operator-15,SC-08,1,toggle-electric-field,toggle-electric-field,check-process-state,15.77,1.62,5,42.7,97.7,439.7,1.97,0.47,66.5,73.8,302.5,0.5,4.87,0.1,True,True,True,True,DUPLICATE_COMMAND
synthetic-00649,operator-09,SC-14,6,set-fuel,start-N1,set-fuel-45,10.24,23.24,0,87.8,99.7,324.5,4.39,0.75,57.7,64.1,384.0,9.1,3.85,0.103,True,True,True,True,PARAMETER_ERROR
synthetic-00797,operator-18,SC-07,2,set-fuel,open-L1,restore-circulation-and-reduce-fuel,4.0,17.0,0,78.8,95.1,160.7,3.18,0.72,46.8,56.5,443.2,11.3,2.71,0.075,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00725,operator-09,SC-05,8,start-N1,check-alarm,restore-utility-or-prepare-equipment,10.6,8.74,0,42.8,99.8,564.6,4.23,0.49,58.4,37.1,314.8,0.2,4.2,0.141,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00181,operator-21,SC-08,9,protect-K2,start-N1,protect-K2,8.02,11.96,0,27.2,99.0,548.8,3.01,0.53,42.4,51.1,317.8,3.8,2.98,0.095,True,True,True,True,NORMAL
synthetic-00387,operator-06,SC-07,1,restore-cooling,alarm-K1-high,restore-cooling,121.93,130.02,0,23.8,99.6,471.7,4.59,0.66,40.9,66.1,328.7,4.3,4.84,0.101,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00719,operator-09,SC-06,4,set-fuel,start-N1,restore-utility-or-prepare-equipment,7.78,18.05,0,40.9,100.0,664.0,3.07,0.42,64.5,62.5,313.7,6.7,3.33,0.121,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00510,operator-02,SC-12,9,set-fuel-45,set-fuel-45,check-process-state,8.07,1.96,4,34.2,96.5,769.6,3.14,0.37,41.0,63.6,330.5,9.9,4.78,0.089,True,True,True,True,DUPLICATE_COMMAND
synthetic-00333,operator-12,SC-10,4,start-N1,check-alarm,open-L1,4.17,7.15,0,22.3,47.7,195.9,2.22,0.6,42.5,54.7,318.9,1.7,4.22,0.095,True,True,True,True,SEQUENCE_ERROR
synthetic-00626,operator-23,SC-06,4,set-fuel,check-alarm,set-fuel-45,17.51,6.97,0,98.8,96.1,403.0,4.58,0.78,66.5,39.6,372.9,7.0,3.52,0.047,True,True,True,True,PARAMETER_ERROR
synthetic-00484,operator-23,SC-10,1,restore-cooling,restore-cooling,check-process-state,5.65,0.64,2,28.8,96.5,745.2,3.02,0.5,42.7,58.7,342.5,5.2,2.51,0.13,True,True,True,True,DUPLICATE_COMMAND
synthetic-00478,operator-14,SC-07,8,toggle-electric-field,toggle-electric-field,check-process-state,5.69,0.29,3,37.2,96.3,678.7,2.86,0.64,48.1,71.2,323.7,9.1,3.08,0.086,True,True,True,True,DUPLICATE_COMMAND
synthetic-00267,operator-21,SC-10,1,start-N1,check-alarm,open-L1,23.34,5.69,0,21.4,60.1,229.5,2.88,0.79,68.0,65.1,328.7,0.3,2.99,0.139,True,True,True,True,SEQUENCE_ERROR
synthetic-00367,operator-06,SC-10,7,protect-K1,alarm-K1-high,cut-fuel,86.65,135.9,0,20.7,98.5,708.8,2.42,0.53,63.0,40.0,309.5,23.6,3.12,0.125,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00090,operator-21,SC-05,3,set-fuel,start-N1,set-fuel,18.92,5.22,0,35.2,99.5,625.5,2.2,0.41,52.0,73.1,349.6,3.2,4.43,0.142,True,True,True,True,NORMAL
synthetic-00107,operator-20,SC-07,11,start-N2,open-L1,start-N2,18.15,4.11,0,36.0,98.6,696.3,2.72,0.75,64.4,62.7,334.1,11.9,4.1,0.094,True,True,True,True,NORMAL
synthetic-00363,operator-18,SC-01,4,protect-K2,alarm-K1-high,restore-cooling,70.59,103.69,0,41.1,98.5,615.9,2.34,0.45,53.8,57.7,322.4,26.6,4.85,0.053,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00182,operator-06,SC-13,3,restore-cooling,start-N1,restore-cooling,21.45,4.2,0,28.8,95.6,712.9,2.47,0.37,44.6,39.8,323.6,10.2,4.55,0.09,True,True,True,True,NORMAL
synthetic-00089,operator-21,SC-13,10,start-N2,set-fuel-45,start-N2,12.71,10.74,0,33.5,95.8,447.7,1.91,0.54,42.2,44.1,354.3,2.5,4.13,0.132,True,True,True,True,NORMAL
synthetic-00596,operator-06,SC-13,9,set-fuel,set-fuel-45,set-fuel-45,4.06,19.95,0,92.2,98.8,294.0,3.0,0.5,41.4,69.7,373.9,2.4,4.31,0.124,True,True,True,True,PARAMETER_ERROR
synthetic-00606,operator-11,SC-06,11,set-fuel,restore-cooling,set-fuel-45,15.18,10.23,0,91.3,97.9,379.5,3.13,0.63,35.2,42.1,407.7,5.7,2.91,0.082,True,True,True,True,PARAMETER_ERROR
synthetic-00394,operator-08,SC-10,6,toggle-electric-field,alarm-K1-high,cut-fuel,85.59,61.43,0,31.6,96.8,822.9,2.81,0.54,61.1,68.8,350.8,18.9,3.47,0.127,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00535,operator-06,SC-07,9,toggle-electric-field,toggle-electric-field,check-process-state,18.31,2.88,5,45.9,97.5,530.5,2.85,0.56,72.2,75.0,351.8,8.3,3.66,0.143,True,True,True,True,DUPLICATE_COMMAND
synthetic-00511,operator-17,SC-14,4,start-N1,start-N1,check-process-state,18.3,2.71,2,34.7,96.6,479.4,2.24,0.56,53.1,44.6,330.1,9.0,4.06,0.098,True,True,True,True,DUPLICATE_COMMAND
synthetic-00512,operator-20,SC-08,2,set-fuel-45,set-fuel-45,check-process-state,8.04,0.22,5,34.9,99.0,495.4,3.05,0.58,37.1,66.1,315.4,10.6,3.71,0.103,True,True,True,True,DUPLICATE_COMMAND
synthetic-00759,operator-16,SC-07,6,set-fuel,open-L1,restore-circulation-and-reduce-fuel,10.64,5.7,0,91.7,96.7,27.1,2.33,0.76,62.9,40.5,409.2,0.7,2.59,0.062,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00776,operator-08,SC-07,12,set-fuel,restore-cooling,protect-K1,21.03,8.07,0,71.7,95.5,813.1,2.45,0.68,5.9,49.7,325.2,6.3,2.67,0.053,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00693,operator-16,SC-06,8,start-N1,set-fuel-45,restore-utility-or-prepare-equipment,24.23,20.46,0,26.9,96.9,869.1,2.9,0.75,43.2,39.0,305.1,9.0,2.67,0.075,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00548,operator-09,SC-01,4,set-fuel,check-alarm,set-fuel-45,7.37,13.94,0,90.1,97.0,380.0,2.25,0.4,67.2,73.2,389.9,11.6,4.04,0.131,True,True,True,True,PARAMETER_ERROR
synthetic-00656,operator-15,SC-08,3,set-fuel,set-fuel-45,set-fuel-45,19.48,17.94,0,97.5,95.7,342.9,2.34,0.5,45.7,61.4,406.7,0.1,4.19,0.046,True,True,True,True,PARAMETER_ERROR
synthetic-00521,operator-14,SC-08,2,start-N1,start-N1,check-process-state,23.96,1.4,3,49.9,99.2,757.5,2.58,0.49,64.1,49.1,341.1,8.0,4.05,0.114,True,True,True,True,DUPLICATE_COMMAND
synthetic-00631,operator-02,SC-12,9,set-fuel,open-L1,set-fuel-45,17.53,19.78,0,99.7,99.9,178.7,4.18,0.58,37.4,44.1,419.9,9.1,2.85,0.13,True,True,True,True,PARAMETER_ERROR
synthetic-00232,operator-16,SC-13,6,start-N1,check-alarm,open-L1,26.04,4.46,0,42.9,75.7,86.0,2.86,0.66,69.2,54.9,333.8,11.2,3.74,0.084,True,True,True,True,SEQUENCE_ERROR
synthetic-00700,operator-09,SC-05,12,start-N2,restore-cooling,restore-utility-or-prepare-equipment,22.88,14.33,0,54.3,99.5,535.1,2.63,0.55,53.0,69.1,331.1,1.7,4.26,0.107,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00663,operator-05,SC-08,7,set-fuel,open-L1,set-fuel-45,6.37,24.89,0,95.3,99.1,218.8,4.59,0.8,73.0,67.7,366.9,1.0,2.14,0.06,True,True,True,True,PARAMETER_ERROR
synthetic-00004,operator-09,SC-06,4,protect-K1,set-fuel-45,protect-K1,10.33,10.48,0,21.7,95.9,591.6,2.78,0.4,47.1,58.4,338.1,11.8,2.3,0.077,True,True,True,True,NORMAL
synthetic-00766,operator-13,SC-05,4,set-fuel,start-N1,protect-K1,9.49,17.47,0,83.6,96.1,818.2,2.54,0.73,12.8,39.9,330.9,1.3,4.15,0.08,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00244,operator-14,SC-05,12,start-N1,set-fuel-70,open-L1,27.1,9.58,0,42.2,44.3,84.1,2.31,0.41,58.7,74.8,326.8,11.4,4.06,0.082,True,True,True,True,SEQUENCE_ERROR
synthetic-00224,operator-22,SC-14,1,start-N1,set-fuel-70,open-L1,22.21,14.22,0,35.8,80.2,252.6,2.15,0.63,38.9,60.9,334.3,2.5,3.4,0.076,True,True,True,True,SEQUENCE_ERROR
synthetic-00626,operator-10,SC-08,8,set-fuel,check-alarm,set-fuel-45,26.84,19.28,0,81.5,96.9,100.1,2.04,0.6,72.1,59.8,381.0,4.2,2.14,0.1,True,True,True,True,PARAMETER_ERROR
synthetic-00147,operator-09,SC-08,11,set-fuel,start-N1,set-fuel,9.7,8.5,0,51.2,96.2,858.6,2.33,0.64,68.6,61.8,330.9,0.4,3.46,0.122,True,True,True,True,NORMAL
synthetic-00019,operator-02,SC-08,5,start-N1,set-fuel-45,start-N1,12.06,8.64,0,35.2,96.4,881.5,2.99,0.45,64.2,54.8,354.7,7.4,3.42,0.064,True,True,True,True,NORMAL
synthetic-00448,operator-06,SC-01,8,protect-K1,alarm-K1-high,protect-K1,76.4,117.12,0,42.0,96.0,845.4,1.8,0.64,51.0,53.8,302.3,29.5,4.34,0.149,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00556,operator-07,SC-07,6,set-fuel,open-L1,set-fuel-45,5.53,20.76,0,99.0,99.2,402.6,2.72,0.44,64.5,45.1,388.1,5.1,4.94,0.05,True,True,True,True,PARAMETER_ERROR
synthetic-00239,operator-01,SC-13,3,start-N1,set-fuel-70,open-L1,5.35,11.05,0,34.7,64.2,75.5,2.53,0.77,60.8,74.5,333.7,7.2,4.0,0.086,True,True,True,True,SEQUENCE_ERROR
synthetic-00481,operator-16,SC-12,5,restore-cooling,restore-cooling,check-process-state,13.48,0.85,4,23.0,97.4,853.2,3.16,0.75,62.8,58.4,315.0,8.7,3.29,0.119,True,True,True,True,DUPLICATE_COMMAND
synthetic-00330,operator-05,SC-06,2,start-N1,set-fuel-70,open-L1,5.53,19.03,0,50.4,78.1,212.2,2.09,0.61,55.5,64.1,348.7,1.8,4.86,0.097,True,True,True,True,SEQUENCE_ERROR
synthetic-00133,operator-19,SC-05,7,start-N2,set-fuel-45,start-N2,6.48,18.52,0,48.7,99.8,679.2,2.36,0.7,37.4,52.2,309.4,6.2,3.71,0.111,True,True,True,True,NORMAL
synthetic-00206,operator-21,SC-14,10,restore-ventilation,check-alarm,restore-ventilation,20.43,7.05,0,51.3,98.5,745.0,2.07,0.57,56.5,65.5,316.1,6.9,4.67,0.054,True,True,True,True,NORMAL
synthetic-00717,operator-04,SC-07,12,start-N1,start-N1,restore-utility-or-prepare-equipment,15.28,22.02,0,36.0,97.1,819.4,4.04,0.54,58.1,45.2,320.6,8.4,3.27,0.065,True,True,False,True,EQUIPMENT_NOT_READY
synthetic-00490,operator-07,SC-01,12,start-N1,start-N1,check-process-state,20.59,2.95,3,33.4,97.6,679.0,2.24,0.78,74.8,59.1,332.6,8.1,4.57,0.123,True,True,True,True,DUPLICATE_COMMAND
synthetic-00510,operator-08,SC-06,5,toggle-electric-field,toggle-electric-field,check-process-state,12.6,2.9,2,24.9,98.6,609.3,3.13,0.4,36.3,62.8,319.4,10.8,2.85,0.098,True,True,True,True,DUPLICATE_COMMAND
synthetic-00464,operator-07,SC-10,6,restore-cooling,restore-cooling,check-process-state,25.78,2.39,2,39.5,96.7,535.0,2.98,0.75,66.5,55.3,343.3,11.4,2.04,0.068,True,True,True,True,DUPLICATE_COMMAND
synthetic-00702,operator-15,SC-07,11,start-N2,check-alarm,restore-utility-or-prepare-equipment,9.23,16.87,0,53.4,95.0,780.9,2.06,0.6,45.7,54.6,338.4,0.4,4.04,0.139,False,True,True,True,EQUIPMENT_NOT_READY
synthetic-00248,operator-13,SC-07,5,start-N1,drain-E1,open-L1,12.51,20.71,0,47.7,83.4,199.4,1.93,0.41,52.2,56.0,310.5,5.6,3.54,0.135,True,True,True,True,SEQUENCE_ERROR
synthetic-00003,operator-05,SC-06,1,start-N2,restore-cooling,start-N2,26.53,14.36,0,37.3,99.3,606.9,1.87,0.68,48.9,56.7,340.4,8.3,4.25,0.126,True,True,True,True,NORMAL
synthetic-00370,operator-04,SC-14,6,start-N1,alarm-K1-high,restore-cooling,114.07,139.59,0,40.8,96.1,496.7,2.48,0.6,49.6,56.4,328.2,21.2,2.4,0.106,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00245,operator-23,SC-10,4,start-N1,set-fuel-70,open-L1,18.38,23.35,0,22.2,82.3,60.7,2.62,0.45,41.3,48.1,309.8,1.1,4.5,0.141,True,True,True,True,SEQUENCE_ERROR
synthetic-00276,operator-01,SC-14,8,start-N1,drain-E1,open-L1,13.95,20.22,0,33.9,40.3,134.1,2.85,0.57,54.5,72.8,302.1,8.5,3.62,0.107,True,True,True,True,SEQUENCE_ERROR
synthetic-00808,operator-21,SC-13,12,disable-ventilation,check-alarm,restore-ventilation,21.11,15.59,0,33.4,96.9,633.4,2.86,0.64,70.6,66.3,319.5,31.8,3.23,0.121,True,True,True,False,CRITICAL_OPERATION_ERROR
synthetic-00692,operator-14,SC-13,3,set-fuel,open-L1,restore-utility-or-prepare-equipment,12.4,9.2,0,45.2,96.9,868.6,2.68,0.75,60.1,38.8,301.7,9.3,4.34,0.121,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00357,operator-19,SC-10,2,start-N2,alarm-K1-high,cut-fuel,78.72,120.17,0,37.3,95.5,458.1,2.11,0.67,58.0,66.4,353.4,23.2,3.53,0.134,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00424,operator-04,SC-13,2,toggle-electric-field,alarm-K1-high,protect-K1,75.74,107.0,0,32.2,98.9,482.9,4.36,0.5,43.1,52.8,337.3,6.2,2.05,0.04,True,True,False,True,RESPONSE_TIME_ERROR
synthetic-00601,operator-11,SC-07,5,set-fuel,open-L1,set-fuel-45,19.02,14.54,0,79.2,97.6,280.9,4.06,0.5,39.6,41.2,416.3,8.9,2.8,0.077,True,True,True,True,PARAMETER_ERROR
synthetic-00144,operator-09,SC-14,9,set-fuel,start-N1,set-fuel,4.7,16.2,0,54.1,96.6,442.9,2.38,0.35,51.1,36.4,328.6,5.8,2.57,0.056,True,True,True,True,NORMAL
synthetic-00537,operator-22,SC-08,5,restore-cooling,restore-cooling,check-process-state,12.56,0.79,4,26.8,99.8,643.6,2.65,0.48,36.8,50.7,307.7,2.6,4.39,0.059,True,True,True,True,DUPLICATE_COMMAND
synthetic-00680,operator-08,SC-06,11,start-N2,open-L1,restore-utility-or-prepare-equipment,12.93,22.38,0,45.4,97.1,602.8,2.95,0.45,52.1,50.8,345.5,0.5,2.08,0.053,True,False,True,True,EQUIPMENT_NOT_READY
synthetic-00725,operator-13,SC-08,3,start-N1,check-alarm,restore-utility-or-prepare-equipment,20.87,22.81,0,34.1,30.1,464.8,1.86,0.43,70.2,38.0,346.7,5.4,4.92,0.14,True,True,True,True,EQUIPMENT_NOT_READY
synthetic-00776,operator-10,SC-13,8,set-fuel,check-alarm,restore-circulation-and-reduce-fuel,7.9,19.26,0,99.8,99.5,164.8,2.55,0.42,64.0,44.5,419.8,3.1,4.78,0.098,True,True,True,True,CRITICAL_OPERATION_ERROR
synthetic-00368,operator-17,SC-08,10,toggle-electric-field,alarm-K1-high,restore-cooling,141.55,96.79,0,26.5,98.7,798.6,2.85,0.53,63.0,58.5,341.0,22.7,4.65,0.105,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00661,operator-15,SC-05,1,set-fuel,restore-cooling,set-fuel-45,17.48,21.21,0,80.1,98.1,299.1,3.14,0.44,44.8,62.9,381.5,2.0,4.03,0.08,True,True,True,True,PARAMETER_ERROR
synthetic-00306,operator-19,SC-10,10,start-N1,check-alarm,open-L1,8.41,8.77,0,30.2,18.8,206.9,2.95,0.42,44.9,57.4,355.0,4.5,4.42,0.062,True,True,True,True,SEQUENCE_ERROR
synthetic-00647,operator-08,SC-01,6,set-fuel,restore-cooling,set-fuel-45,7.17,18.5,0,93.9,97.8,284.6,3.17,0.6,52.3,48.0,370.6,6.3,4.06,0.081,True,True,True,True,PARAMETER_ERROR
synthetic-00069,operator-19,SC-12,3,protect-K1,restore-cooling,protect-K1,17.94,23.73,0,35.1,95.7,694.1,2.69,0.77,59.1,48.4,325.4,6.9,2.1,0.147,True,True,True,True,NORMAL
synthetic-00279,operator-14,SC-07,6,start-N1,drain-E1,open-L1,5.41,5.17,0,22.9,55.2,208.9,2.7,0.77,36.8,39.1,341.4,4.3,2.34,0.046,True,True,True,True,SEQUENCE_ERROR
synthetic-00634,operator-08,SC-14,10,set-fuel,start-N1,set-fuel-45,19.46,4.34,0,82.1,98.9,198.2,3.12,0.38,64.0,74.8,390.3,0.9,4.56,0.085,True,True,True,True,PARAMETER_ERROR
synthetic-00375,operator-13,SC-07,12,start-N1,alarm-K1-high,cut-fuel,62.05,81.1,0,24.2,95.6,546.4,2.97,0.39,70.0,50.9,305.9,23.4,3.63,0.112,True,True,True,False,RESPONSE_TIME_ERROR
synthetic-00512,operator-16,SC-05,3,set-fuel-45,set-fuel-45,check-process-state,20.2,2.92,2,38.6,95.7,781.4,1.88,0.53,58.9,45.3,343.7,8.8,4.86,0.092,True,True,True,True,DUPLICATE_COMMAND
